block,meas3yr,treeid,xsite,ysite,species,dbh69,can69,cond69,dbh75,can75,cond75,dbh91,can91,cond91,dbh01,can01,cond01,1969Orient,dbh11,can11,cond11,length11,angle11,decay,comments,soilmoist,hurrdam,10medge
SE51,1991,1097,60.5,-585.5,QURU,40.13,D,L,41.15,D,L,44.7,D,L,46.7,D,L,NA,48.2,D,L,NA,NA,NA,1991: FALLEN DEAD BRANCHES ON E SIDE; SCAR ON SE SIDE TO 5FT.; SOME SKELETONIZING,moist,Moderate,0
SE51,1991,1098,64.5,-589,QURU,15.49,S,L,15.75,S,L,15.24,NA,D,14,NA,SN,NA,13.4,NA,SN,NA,NA,D2,1991: NO BARK AT DBH; 2001: HUNG UP IN BEAL; D2; ~ SOUTH LEANING,moist,Moderate,0
SE51,1991,1099,67,-516,PIST,6.86,S,L,7.62,S,L,7.62,NA,SN,NA,NA,SN,NA,NA,NA,SN,NA,NA,D3,1991: SNAP AT 1FT; MISSING BARK; 65DEG.; 17FT.; 2001: SNAPPED AT BASE; 15.5'; BURIED; D2; 40 DEG; 2011: STUMP ONLY,moist,Moderate,0
SE51,1991,1100,69.5,-526.5,BELE,4.32,S,L,5.08,S,L,NA,NA,SN,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1991: BOLE NOT INTACT; 148;46 FELL ONTO THIS,moist,Moderate,1
SE51,1991,1101,69,-532.5,ACSA,4.83,S,L,4.83,S,L,5.08,S,L,5,NA,D,NA,4.4,NA,SN,NA,NA,D2,2001: D1; 2011: LEANING ON SAPLING;  COND91 CHANGED FROM M TO L,moist,Moderate,1
SE51,1991,1102,68.5,-539.5,ACRU,21.59,S,L,NA,NA,D,NA,NA,SN,NA,NA,SN,NA,NA,NA,SN,NA,NA,D3,1991: SNAP AT BASE; NO BARK; D3-2; 289DEG.; 20FT.; 2001: STUMP ONLY,moist,Moderate,1
SE51,1991,1103,67,-545,QURU,23.37,CD,L,23.88,CD,L,24.89,NA,D,21,NA,RB,NA,14.2,NA,RB,47,150,D2,2001: D2; 54'; 150 DEG,moist,Moderate,0
SE51,1991,1104,68,-565,ACRU,7.37,S,L,7.62,S,L,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,moist,Moderate,1
SE51,1991,1105,66.5,-574.5,PIST,35.56,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,NA,ST,NA,NA,D3,1991: D3; 2001: D3,moist,Moderate,0
SE51,1991,1106,68.5,-574,PIST,35.56,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1991: D3,moist,Moderate,1
SE51,1991,1107,74,-514,ACRU,15.49,S,L,15.49,S,L,14.48,NA,SN,NA,NA,SN,NA,NA,NA,SN,NA,NA,D3,1991: SNAPPED AT ~20FT.; 2001: STUMP ONLY D3; 2011: STUMP NEARLY GONE,moist,Moderate,1
SE51,1991,1108,72,-521,ACRU,4.57,S,L,5.33,S,L,7.11,S,L,8,S,L,NA,9.3,S,L,NA,NA,NA,NA,moist,Moderate,1
SE51,1991,1109,74,-523,QURU,12.7,S,L,NA,NA,D,NA,NA,SN,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1991: SNAP AT BASE; 272DEG.; 33.7FT.; D1,moist,Moderate,1
SE51,1991,1110,75,-529.5,ACRU,4.83,S,L,5.08,S,L,5.08,NA,D,4,NA,SN,NA,NA,NA,G,NA,NA,NA,1969: SHARES BASE WITH 149;60; 2001: SNAP AT BASE; 11.6'; D2; 299 DEG,moist,Moderate,1
SE51,1991,1111,74.5,-530,ACRU,16.26,S,L,16.76,S,L,18.03,S,L,16.3,I,L,NA,16.7,S,L,NA,NA,NA,1969: SHARES BASE WITH 150;59; 1991:FORKED; DBH TAKEN LOW IS 5.9; 2001: ONE FORK IS DEAD; OTHER FINE,moist,Moderate,1
SE51,1991,1112,72,-544,QURU,34.04,CD,L,37.34,CD,L,44.45,CD,L,48.5,CD,L,NA,53.7,CD,L,NA,NA,NA,1991: LIGHT SKELETONIZING,moist,Moderate,1
SE51,1991,1113,72,-548,ACRU,11.18,S,L,11.18,S,L,11.68,NA,D,9,NA,SN,NA,NA,NA,G,NA,NA,NA,1991: MISSING BARK; 2001: 24.5'; SNAPPED AT BASE; 123 DEG; D2,moist,Moderate,1
SE51,1991,1114,72,-560.5,ACRU,28.19,CD,L,28.96,CD,L,30.73,CD,L,31.7,CD,L,NA,32.2,I,L,NA,NA,NA,1991: SHARES BASE WITH 147;121 & 149;122; LEANS N; MOSS ON BOLE; 2001: LEANS ~60 DEG TO THE NW,moist,Moderate,1
SE51,1991,1115,73.5,-560.5,ACRU,16.26,S,L,16.26,S,L,15.24,NA,SN,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,1991: SHARES BASE WITH 144;121 & 149;122; SNAP AT BASE; 331DEG.; 6.4FT.; NO BARK; D1; AND 245DEG.; 23FT.; D2-3; 2001: D3 STUMP ONLY,moist,Moderate,1
SE51,1991,1116,74.5,-561,ACRU,7.87,S,L,8.13,S,L,7.37,NA,SN,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,1991: SHARES BASE WITH 144;121 & 147;121; SNAPPED AT 9FT.; NO BARK AT DBH; 10FT. SPROUT FROM BASE; 2001: ~4'; 15 DEG; D2,moist,Moderate,1
SE51,1991,1117,71.5,-574,PIST,25.4,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,NA,G,NA,NA,NA,1969: ? IF SPECIES IS WP; 1991:D3; 2001: D3,moist,Moderate,1
SE51,1991,1118,77.5,-528,QURU,43.69,CD,L,47.75,CD,L,57.66,CD,L,62.6,D,L,NA,69.5,D,L,NA,NA,NA,1991: SKELETONIZING; 2001: QURU NOT BELE; 2011: ROPE IN TREE,moist,Moderate,1
SE51,1991,1119,79.5,-555,QURU,7.11,S,D,NA,NA,D,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,moist,Moderate,1
SE51,1991,1120,80,-583.5,ACRU,8.89,S,D,NA,NA,D,NA,NA,ST,NA,NA,ST,NA,NA,NA,G,NA,NA,NA,1969: STUB; 1991:D3; 2001: D3,wet,Moderate,1
SE51,1991,1121,76,-586.5,ACRU,16.26,I,L,NA,NA,D,15.24,NA,SN,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,1991: BOLE 1.5FT. FROM STUMP; 215DEG.; 17.6FT.; D2-3; NO BARK AT DBH; 2001: 14.5'; BURIED D3; 195 DEG,moist,Moderate,1
SE51,1991,1122,77,-593.5,PIST,25.4,NA,ST,NA,NA,ST,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,moist,Moderate,1
SE51,1991,1123,81.5,-503.5,PIST,10.16,S,L,11.43,S,L,12.7,NA,RB,11,NA,RB,NA,NA,NA,RB,10.5,339,D3,1991: TIP UP/ROOTBREAK; A SMALL PLATE HAS COME UP; MISSING BARK; D1; 352DEG.; 26.6FT.; 2001: 23'; D2; 339 DEG; 2011: BURIED,moist,Severe,1
SE51,1991,1124,83.5,-515.5,BELE,5.33,S,L,6.1,S,L,6.6,S,L,6,NA,SN,NA,NA,NA,SN,NA,NA,D3,2001: 11.2'; D1; 211 DEG; SNAPPED AT BASE; 2011:NEARLY GONE,moist,Moderate,1
SE51,1991,1125,81.5,-516,PIST,25.4,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,NA,ST,NA,NA,D3,1991: D2-3; 2001: D3,moist,Moderate,1
SE51,1991,1126,83.5,-522,PIST,30.48,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,NA,ST,NA,NA,D3,1991: D2-3; 2001: D3,moist,Moderate,1
SE51,1991,1127,81,-540.5,PIST,45.72,NA,ST,NA,NA,ST,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,moist,Moderate,1
SE51,1991,1128,81,-559.5,ACRU,16,CD,L,16.76,CD,L,17.02,I,L,17.8,I,L,NA,18.3,I,L,NA,NA,NA,NA,moist,Moderate,1
SE51,1991,1129,82.5,-564,BELE,5.33,S,L,6.1,S,L,6.6,NA,SN,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1991: SNAP AT BASE; 24DEG.; 11.6FT.; BREAK AT 8.3FT.,moist,Moderate,1
SE51,1991,1130,81,-574.5,QURU,8.38,S,L,NA,NA,D,NA,NA,SN,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1991: SNAP AT BASE; D2; 279DEG.; 26.6FT.,moist,Moderate,1
SE51,1991,1131,84,-586.5,ACRU,19.05,CD,L,20.32,CD,L,23.11,CD,L,24.6,CD,L,NA,25,I,L,NA,NA,NA,NA,wet,Moderate,1
SE51,1991,1132,84.5,-599,PIST,35.56,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,NA,ST,NA,NA,D3,1991: D3; 2001: D3; 2011:MOUND ONLY,wet,Moderate,1
SE51,1991,1133,88.5,-508,ACRU,9.14,I,L,12.95,I,L,13.21,I,L,14,I,L,NA,14.3,I,L,NA,NA,NA,NA,moist,Severe,1
SE51,1991,1134,89.5,-511.5,ACRU,5.08,S,D,NA,NA,D,NA,NA,ST,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1969: STUB; SHARES BASE WITH 181;20,moist,Severe,1
SE51,1991,1135,85.5,-514.5,BELE,5.33,S,L,6.1,S,L,7.87,S,L,9,S,L,NA,11,S,L,NA,NA,NA,NA,moist,Severe,1
SE51,1991,1136,85.5,-523,PIST,20.32,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,NA,G,NA,NA,NA,1991: D3; 2001: D3,moist,Moderate,1
SE51,1991,1137,89,-550.5,PIST,30.48,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,NA,ST,NA,NA,D3,1991: D3; 2001: D3,moist,Moderate,1
SE51,1991,1138,91,-501.5,ACRU,7.87,I,L,9.4,I,L,7.62,NA,SN,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,1991: SNAP AT BASE; MISSING BARK; 272DEG.; 46.5FT.; 2001: STUMP ONLY D3,moist,Severe,1
SE51,1991,1139,92.5,-505,ACRU,8.89,I,L,9.4,I,L,10.16,NA,SN,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,1991: SNAP AT 2FT.; 203DEG.; 63FT.; BOLE NOT FALLEN ON GROUND; BENDS; 2001: 166 DEG; BOLE ON GROUND; 16'; D2-D3,moist,Severe,1
SE51,1991,1140,90.5,-510,ACRU,5.33,S,L,6.1,S,L,6.1,NA,D,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1969: SHARES BASE WITH 179;23; 1991: STUB 179;23 IS HARDLY EVIDENT,moist,Severe,1
SE51,1991,1141,94.5,-522.5,ACRU,5.84,S,L,6.1,S,L,6.1,S,L,14,NA,SN,NA,NA,NA,G,NA,NA,NA,1991: LEANING NW; 185;10 LEANS ON IT; 2001: 49.5'; SNAPPED AT BASE; 288 DEG; D1,moist,Moderate,1
SE51,1991,1142,90.5,-530.5,ACRU,4.57,S,L,5.59,S,L,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,moist,Moderate,1
SE51,1991,1143,94.5,-530.5,ACRU,9.14,S,L,NA,NA,D,NA,NA,ST,12,NA,SN,NA,NA,NA,G,NA,NA,NA,1991: NO EVIDENCE OF BOLE; 2001: TYPO FOR '91 CONDITION? SNAPPED AT ~6.5',moist,Moderate,1
SE51,1991,1144,90.5,-536,ACRU,5.59,S,L,6.1,S,L,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,moist,Moderate,1
SE51,1991,1145,93,-555.5,ACRU,7.11,S,L,7.37,S,L,7.11,NA,SN,NA,NA,SN,NA,NA,NA,SN,NA,NA,D3,1991: SNAPPED AT 3.5FT.; 283DEG.; 23.7FT.; D1; 2001: STUMP ONLY D2,moist,Moderate,1
SE51,1991,1146,92,-576.5,ACRU,15.24,S,D,NA,NA,D,NA,NA,SN,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,1969: CHECK IF STUMP; 1991:BOLE 8.4FT; 16DEG; D2-3; 2001: 8'; 352 DEG; D3; CHANGE IN '91 COND FROM ST TO SN,wet,Moderate,1
SE51,1991,1147,93,-576,BELE,9.65,S,L,10.67,S,L,13.72,S,L,15.24,NA,SN,NA,NA,NA,G,NA,NA,NA,1991: WOUND AT DBH ALL AROUND BOLE; 2001: SNAPPED AT ~1'; 31'; 242 DEG; D2-D3,wet,Moderate,1
SE51,1991,1148,92.5,-581.5,BELE,5.59,S,L,5.84,S,L,5.84,NA,SN,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,1991: SNAPPED AT 3FT.; 234DEG.; 17.4FT.; 2001: STUMP ONLY D3,wet,Moderate,1
SE51,1991,1149,97,-502,ACRU,5.33,S,L,5.33,S,L,5.08,NA,SN,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,1969: SHARES BASE WITH 192;6 & 195;6; 1991:SNAPPED AT BASE; 55DEG;14.6FT; D1; 2001: D3 BASE ONLY,moist,Severe,1
SE51,1991,1150,96,-503,ACRU,7.87,I,L,9.14,I,L,9.91,I,L,10,NA,D,NA,8.3,NA,SN,18.5,282,D2,1969: SHARES BASE WITH 194;4 & 195;6; 2001: D1,moist,Severe,1
SE51,1991,1151,97.5,-503,ACRU,8.38,I,L,9.4,I,L,10.16,I,L,11,NA,D,NA,NA,NA,SN,NA,NA,D3,1969: SHARES BASE WITH 194;4 & 192;6; 2001: D1; SNAPPED AT ~30'; BRK FALLING OFF; 2011: BOLE BURIED,moist,Severe,1
SE51,1991,1152,97.5,-506,QURU,5.33,S,D,NA,NA,D,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,moist,Severe,1
SE51,1991,1153,99,-533.5,QURU,12.95,S,L,NA,NA,D,NA,NA,D,15.24,NA,SN,NA,NA,NA,SN,NA,NA,D3,1991: NO STUMP EVIDENT; BOLE AT 212DEG.; 2001: 23.5'; 203 DEG; 2011:STUMP ONLY,moist,Moderate,1
SE51,1991,1154,96,-542,ACRU,4.57,S,L,6.1,S,L,6.35,NA,SN,NA,NA,SN,NA,NA,NA,SN,NA,NA,D3,1991: MORIBUND; BROKEN AT 4FT.; 227DEG.; 2001: D3 STUMP ONLY,moist,Moderate,1
SE51,1991,1155,97.5,-561.5,ACRU,23.37,CD,L,23.88,CD,L,25.91,CD,L,27.3,CD,L,NA,28.2,CD,L,NA,NA,NA,NA,wet,Moderate,1
SE51,1991,1156,95.5,-562,ACRU,14.73,I,L,NA,NA,D,12.19,NA,D,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,1991: D2; 291DEG.; 2.4FT.; BOLE ON GROUND; 2001: D3 BASE ONLY,wet,Moderate,1
SE51,1991,1157,98,-573,ACRU,21.08,CD,L,23.37,CD,L,26.42,CD,L,29.1,CD,L,NA,29.6,CD,L,NA,NA,NA,1991: SHARES BASE WITH 194;147; 2011: BASAL AND TRUNK SPROUTS,wet,Moderate,1
SE51,1991,1158,97,-573.5,ACRU,19.05,CD,L,20.32,CD,L,23.37,CD,L,24.3,CD,L,NA,24.5,I,L,NA,NA,NA,1991: SHARES BASE WITH 196;146; 2011: BASAL AND TRUNK SPROUTS,wet,Moderate,1
SE51,1991,1159,96.5,-584,ACRU,23.62,CD,L,NA,NA,L,25.91,CD,L,26.9,CD,L,NA,27.8,NA,D,NA,NA,D1,1975: MISSED; 2011: TOP SNAP; BASAL SPROUTS,wet,Moderate,1
SE51,1991,1160,80.5,-528.5,ACRU,NA,NA,NA,NA,NA,NA,5.84,S,L,6.3,S,L,NA,5.9,NA,SN,10.2,74,D2,2001: TOP PINNED TO GROUND BY FALLEN TREE,moist,Moderate,1
SE51,1991,1161,59,-540.5,ACRU,NA,NA,NA,NA,NA,NA,4.83,S,L,5,NA,SN,NA,NA,NA,SN,NA,NA,D3,2001: SNAPPED AT ~7',moist,Moderate,0
SE51,1991,1162,62,-513.5,ACRU,NA,NA,NA,NA,NA,NA,5.08,S,L,5,NA,SN,NA,NA,NA,G,NA,NA,NA,1991: BENT 15DEG.; 2001: SNAPPED AT ~4'; D1; 16'; 12 DEG,moist,Moderate,0
SE51,1991,1163,99,-573.5,BEAL,NA,NA,NA,NA,NA,NA,5.33,S,L,6.4,S,L,NA,7,S,L,NA,NA,NA,2011: TRUNK SPROUTS,wet,Moderate,1
SE51,1991,1164,91,-555,ACRU,NA,NA,NA,NA,NA,NA,5.33,S,L,5.6,S,L,NA,6.3,S,L,NA,NA,NA,1991: LEANS NW,moist,Moderate,1
SE51,1991,1165,92,-559.5,ACRU,NA,NA,NA,NA,NA,NA,5.33,S,SN,5,NA,SN,NA,NA,NA,G,NA,NA,NA,1991: TOP SNAPPED AT 15FT.; 2001: 11.4'; SNAPPED AT BASE; D1; 264 DEG,moist,Moderate,1
SE51,1991,1166,54.5,-562.5,BELE,NA,NA,NA,NA,NA,NA,6.1,S,L,7.5,S,L,NA,8.9,S,L,NA,NA,NA,NA,moist,Moderate,0
SE51,1991,1167,60.5,-581.5,BELE,NA,NA,NA,NA,NA,NA,5.08,S,L,7.1,S,L,NA,8.7,S,L,NA,NA,NA,2011: TRUNK SPROUTS,moist,Moderate,0
SE51,1991,1168,44.5,-591.5,BEAL,NA,NA,NA,NA,NA,NA,6.6,S,L,7.7,S,L,NA,8.4,S,L,NA,NA,NA,2001: BEAL NOT BELE; 2011: TRUNK SPROUTS,moist,Moderate,0
SE51,1991,1169,27,-596,HAVI,NA,NA,NA,NA,NA,NA,6.35,S,L,8,S,L,NA,9.7,S,L,NA,NA,NA,1991: SHARES BASE WITH 55;193 & 56;193,moist,Moderate,0
SE51,1991,1170,27.5,-596.5,HAVI,NA,NA,NA,NA,NA,NA,6.35,S,L,6.8,S,L,NA,6.2,NA,SN,17,342,D2,1991: SHARES BASE WITH 54;192 & 56;193,moist,Moderate,0
SE51,1991,1171,2.5,-569,BEAL,NA,NA,NA,NA,NA,NA,7.37,S,L,8.6,S,L,NA,9.4,S,L,NA,NA,NA,NA,moist,Moderate,0
SE51,1991,1172,4.5,-552.5,BELE,NA,NA,NA,NA,NA,NA,6.86,S,L,8.9,S,L,NA,9.9,S,L,NA,NA,NA,2011: TOP SNAPPED,moist,Moderate,0
SE51,1991,1173,15.5,-557,ACRU,NA,NA,NA,NA,NA,NA,5.59,S,L,5,NA,SN,NA,NA,NA,G,NA,NA,NA,1991: BOLE IS CRACKED 1-2FT.; BOLE 43;114 FELL ON THIS; BOWED SW; 2001: SNAPPED AT 1'; 14.5'; 183 DEG; BOLE CURVING; 2011:  COND91 CHANGED FROM M TO L,moist,Moderate,0
SE51,1991,1174,47,-553.5,BEAL,NA,NA,NA,NA,NA,NA,5.08,S,L,7.11,S,L,NA,8,S,L,NA,NA,NA,1991: LIGHT SKELETONIZING,moist,Moderate,0
SE51,1991,1175,48.5,-541.5,BELE,NA,NA,NA,NA,NA,NA,5.33,S,L,8.5,S,L,NA,10,S,L,NA,NA,NA,2011: TRUNK SPROUTS,moist,Moderate,0
SE51,1991,1176,34,-533,BELE,NA,NA,NA,NA,NA,NA,6.1,S,L,7.7,S,L,NA,8.5,S,L,NA,NA,NA,1991: GROWING ON MOUND WITH WP STUMPS 66;64 & 65;68; 2011: TRUNK SPROUTS,dry,Moderate,0
SE51,1991,1177,29,-546,ACRU,NA,NA,NA,NA,NA,NA,6.1,S,L,6.6,S,L,NA,6.5,S,L,NA,NA,NA,1991: SHARES BASE WITH 59;92; 2001: LEANING ~S; 2011: TRUNK AND BASAL SPROUTS; BENT,dry,Moderate,0
SE51,1991,1178,29.5,-546,PIST,NA,NA,NA,NA,NA,NA,5.33,NA,SN,NA,NA,SN,NA,NA,NA,SN,NA,NA,D3,1991: SHARES BASE WITH 58.92; SNAPPED AT 4.5FT.; DBH TAKEN BELOW; 220DEG.; 4.6FT.; 2001: SNAPPED AT 2'; D2 STUB ONLY; 2011: STUB ONLY,dry,Moderate,0
SE61,1987,1179,100,-606.5,ACRU,45.72,CD,L,48.51,CD,L,55.88,NA,L,65,D,L,NA,71,D,L,NA,NA,NA,NA,wet,Moderate,1
SE61,1987,1180,98.5,-605.5,ACRU,12.95,S,L,NA,NA,D,NA,NA,D,11,NA,SN,NA,NA,NA,G,NA,NA,NA,2001: SNAP AT BASE; D3; 9.6'; 340 DEG,wet,Moderate,1
SE61,1987,1181,97.5,-614.5,ACRU,21.08,CD,L,22.35,CD,L,24.13,NA,L,29.6,CD,L,NA,29,I,L,NA,NA,NA,1969: EYE LEVEL; SHARES BASE WITH 195;31,wet,Moderate,1
SE61,1987,1182,96.5,-614,ACRU,5.84,S,L,NA,NA,D,NA,NA,D,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1969: EYE LEVEL; SHARES BASE WITH 193;29,wet,Moderate,1
SE61,1987,1183,96.5,-614.5,ACRU,14.22,I,L,14.22,I,L,14.22,NA,L,14.5,I,L,NA,13.9,NA,D,NA,NA,D2,1969: EYE LEVEL; SHARES BASE WITH 193;28; 2011: TOP SNAPPED,wet,Moderate,1
SE61,1987,1184,97.5,-615.5,ACRU,13.46,I,L,14.73,I,L,13.72,NA,L,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,1969: EYE LEVEL; SHARES BASE WITH 195;29; 2001: SNAP AT BASE; 9.5'; D3; 176 DEG,wet,Moderate,1
SE61,1987,1185,91.5,-607.5,BEAL,NA,NA,NA,9.14,S,L,10.41,NA,L,11.4,S,L,NA,11.4,S,L,NA,NA,NA,1969: MISSED; 2001: TOP SNAPPED; PIECE: 8'; D2; 173 DEG; 2011: TOP NOT EVIDENT; BASAL SPROUTS,wet,Moderate,1
SE61,1987,1186,83,-603.5,ACRU,18.29,CD,L,18.54,CD,L,19.56,NA,L,20.2,CD,L,NA,20.5,I,L,NA,NA,NA,NA,wet,Moderate,1
SE61,1987,1187,81.5,-603.5,ACRU,23.11,CD,L,23.88,CD,L,27.18,NA,L,31,CD,L,NA,32.6,CD,L,NA,NA,NA,NA,wet,Moderate,1
SE61,1987,1188,78,-604.5,ACRU,17.27,CD,L,17.27,CD,L,NA,NA,D,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,2001: STUMP ONLY D3,wet,Moderate,1
SE61,1987,1189,77,-606.5,BEAL,7.11,S,L,8.13,S,L,9.91,NA,L,11.2,S,L,NA,11.6,S,L,NA,NA,NA,2011: SHARES BASE W/ 1190; LARGE BOLE RESTING BETWEEN THEM; LEANING,wet,Moderate,1
SE61,1987,1190,77,-607,BEAL,6.6,S,L,7.87,S,L,9.4,NA,L,13.6,S,L,NA,14.9,S,L,NA,NA,NA,2011: SHARES BASE W/ 1189; LARGE BOLE RESTING BETWEEN THEM,wet,Moderate,1
SE61,1987,1191,72,-605.5,ACRU,30.48,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,NA,ST,NA,NA,D3,1969: ? IF SPECIES IS RM; 2001: D3,wet,Moderate,1
SE61,1987,1192,69,-612,BEAL,9.4,S,L,10.92,S,L,12.19,NA,L,14.8,I,L,NA,15.7,S,L,NA,NA,NA,2011: LEANING,wet,Moderate,1
SE61,1987,1193,66,-602.5,PIST,45.72,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,NA,ST,NA,NA,D3,2001: D3,wet,Moderate,0
SE61,1987,1194,64.5,-607,BEAL,7.87,S,L,9.4,S,L,12.45,NA,L,15.7,I,L,NA,16.7,S,L,NA,NA,NA,2011: TRUNK SPROUTS,wet,Moderate,0
SE61,1987,1195,59.5,-614.5,QURU,21.08,CD,L,22.61,CD,L,25.15,NA,L,29.5,CD,L,NA,32.8,CD,L,NA,NA,NA,NA,wet,Moderate,0
SE61,1987,1196,58.5,-606,QURU,14.99,S,L,15.24,S,L,NA,NA,D,13,NA,SN,NA,NA,NA,SN,NA,NA,D3,2001: 28'; SNAP AT BASE; 153 DEG; D2; 2011: STUMP ONLY,wet,Moderate,0
SE61,1987,1197,55,-607,ACRU,21.08,I,L,NA,NA,D,NA,NA,D,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,2001: D3 STUMP ONLY,wet,Moderate,0
SE61,1987,1198,39.5,-609,PIST,21.08,S,L,21.34,S,L,22.35,NA,L,24.1,S,L,NA,24.9,S,L,NA,NA,NA,NA,moist,Moderate,0
SE61,1987,1199,34,-616,ACRU,7.11,S,L,7.11,S,L,NA,NA,D,NA,NA,SN,NA,NA,NA,SN,NA,NA,D3,1969: SHARES BASE WITH 66;31 & 64;31; 2001: STUMP ONLY D3,moist,Moderate,0
SE61,1987,1200,33,-615.5,ACRU,22.1,CD,L,23.62,CD,L,25.91,NA,L,33.4,CD,L,NA,35.5,CD,L,NA,NA,NA,1969: SHARES BASE WITH 68;32 & 64;31; 2001: DIAM BELOW BULGE,moist,Moderate,0
SE61,1987,1201,32,-615.5,ACRU,7.11,S,L,NA,NA,D,NA,NA,D,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1969: SHARES BASE WITH 66;31 & 68;32,moist,Moderate,0
SE61,1987,1202,29,-602,ACRU,13.97,S,L,14.48,S,L,15.24,NA,L,15.6,I,L,NA,15.6,S,L,NA,NA,NA,2011: TOP DEAD,moist,Moderate,0
SE61,1987,1203,21.5,-604,QURU,11.18,S,L,11.18,S,L,NA,NA,D,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,2001: 22'; D2 MOSTLY BURIED; STUMP UNCLEAR; 240 DEG,moist,Moderate,0
SE61,1987,1204,20,-610,ACRU,4.57,S,L,5.08,S,L,6.1,NA,L,6.6,S,L,NA,5.8,NA,SN,24.4,222,D2,2001: LEANING ~SW,moist,Moderate,0
SE61,1987,1205,10.5,-607.5,ACRU,20.32,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,moist,Moderate,0
SE61,1987,1206,3,-602,QURU,10.16,S,L,NA,NA,D,NA,NA,D,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,moist,Moderate,0
SE61,1987,1207,1.5,-627.5,ACRU,9.14,NA,D,NA,NA,D,NA,NA,D,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1969: SHARES BASE WITH 5;54,moist,Moderate,0
SE61,1987,1208,2.5,-627,ACRU,24.38,CD,L,26.16,CD,L,28.19,NA,L,32.6,CD,L,NA,34.6,CD,L,NA,NA,NA,1969: SHARES BASE WITH 3;55,moist,Moderate,0
SE61,1987,1209,18.5,-615.5,QURU,15.75,I,L,16.26,I,L,19.56,NA,L,17.6,I,L,NA,15.3,NA,RB,50,62,D2,2011: GOING OVER WALL,moist,Moderate,0
SE61,1987,1210,15,-626.5,ACRU,11.68,S,L,11.68,S,L,NA,NA,D,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,moist,Moderate,0
